id,neighborhood,room_type,price,minimum_nights,availability_365,host_id
8607856,Allston,Entire home/apt,298,91,0,31545543
8624898,East Boston,Entire home/apt,185,28,0,16284736
8634599,Jamaica Plain,Private room,156,91,362,45402419
8645254,Hyde Park,Private room,45,91,266,41306542
8714682,Allston,Private room,60,91,0,15015493
8720718,Jamaica Plain,Private room,85,1,234,45771009
8732121,Beacon Hill,Entire home/apt,150,1,327,22348222
8734707,Roxbury,Private room,90,4,92,45824409
8735827,Roxbury,Private room,84,4,56,45824409
8747720,Beacon Hill,Entire home/apt,225,91,0,15892865
8774600,West End,Private room,99,1,243,28749942
8801250,Jamaica Plain,Private room,56,2,0,19280995
8815738,Roxbury,Private room,300,3,41,45824409
8859689,East Boston,Entire home/apt,250,91,0,44617326
8884103,Beacon Hill,Private room,75,91,0,46486589
8904297,Mattapan,Private room,70,2,365,46575567
8904546,Mattapan,Private room,90,2,364,46575567
8904656,Mattapan,Private room,75,2,351,46575567
8908145,Jamaica Plain,Private room,150,91,365,45402419
8923817,Jamaica Plain,Entire home/apt,145,91,288,45402419
8924562,Chinatown,Entire home/apt,99,1,141,1474891
8947232,Dorchester,Private room,60,30,349,16186589
9018434,Dorchester,Entire home/apt,249,1,287,15583990
9041513,Fenway,Entire home/apt,213,29,181,9419684
9078998,Beacon Hill,Entire home/apt,150,91,0,9240628
9110708,Allston,Entire home/apt,109,91,0,32018716
9114896,Brighton,Entire home/apt,75,28,249,43777733
9130532,Fenway,Entire home/apt,110,91,0,47559181
9133627,Beacon Hill,Entire home/apt,150,1,312,22348222
9145242,East Boston,Private room,53,1,84,41542719
9148781,South End,Entire home/apt,130,20,192,5430185
9166393,Roxbury,Private room,60,91,0,20224115
9169272,Beacon Hill,Entire home/apt,130,91,0,47719377
9216838,Allston,Private room,37,91,0,47928798
9218312,Roslindale,Private room,85,2,0,47935411
9231486,Back Bay,Entire home/apt,300,2,324,9410008
9301075,West Roxbury,Private room,50,1,0,9241244
9327506,Back Bay,Entire home/apt,450,91,0,19642206
9340410,West Roxbury,Private room,100,1,0,9241244
9349614,Jamaica Plain,Entire home/apt,150,91,0,3900945
9349646,Jamaica Plain,Private room,100,91,0,3900945
9382898,East Boston,Private room,70,91,196,48677395
9393163,Fenway,Private room,90,91,0,47487818
9404451,Charlestown,Entire home/apt,190,91,0,19622559
9407895,Mission Hill,Shared room,28,91,0,41317613
9448243,Fenway,Entire home/apt,289,9,78,20857768
9473816,Back Bay,Entire home/apt,159,91,0,16154941
9493951,Dorchester,Private room,75,1,318,15583990
9494098,Dorchester,Private room,99,1,319,15583990
9494212,Dorchester,Private room,64,1,296,15583990
9494511,Dorchester,Private room,59,1,334,15583990
9494772,West End,Private room,99,1,249,28749942
9507164,South Boston,Entire home/apt,120,2,175,814298
9532771,Jamaica Plain,Private room,80,91,0,49365462
9541295,Fenway,Entire home/apt,289,9,83,20857768
9575439,Jamaica Plain,Private room,150,3,169,49565531
9616816,Roxbury,Entire home/apt,210,91,363,10778805
9677207,Back Bay,Entire home/apt,150,91,0,157679
9685076,Dorchester,Private room,35,30,364,16186589
9685085,Dorchester,Private room,38,30,364,16186589
9685102,Brighton,Private room,39,91,359,815156
9731479,South End,Entire home/apt,195,91,0,19013294
9751520,East Boston,Entire home/apt,70,91,0,50297998
9813223,Allston,Entire home/apt,79,240,229,25279966
9824155,Mission Hill,Private room,80,91,266,50599963
9834727,North End,Entire home/apt,150,91,179,50648271
9878725,Allston,Private room,50,91,0,17892292
9900315,Charlestown,Entire home/apt,150,4,49,724846
9941923,Fenway,Entire home/apt,192,91,0,51094247
9970895,South End,Entire home/apt,159,91,0,51173591
9971054,Jamaica Plain,Private room,60,91,60,51236938
9993826,Back Bay,Entire home/apt,219,91,365,30283594
10033976,Chinatown,Entire home/apt,209,91,365,30283594
10034183,South Boston,Entire home/apt,150,91,0,31310602
10051649,West End,Entire home/apt,169,9,0,30283594
10052037,West End,Entire home/apt,195,9,362,30283594
10068240,Dorchester,Private room,67,1,323,15583990
10085431,Jamaica Plain,Entire home/apt,50,28,0,9678305
10116601,Chinatown,Entire home/apt,139,3,90,30283594
10116726,Chinatown,Entire home/apt,134,3,90,30283594
10116914,Downtown,Entire home/apt,130,3,90,30283594
10117122,Downtown,Entire home/apt,179,3,90,30283594
10117329,Chinatown,Entire home/apt,175,3,83,30283594
10117472,Chinatown,Entire home/apt,189,3,86,30283594
10118091,West End,Entire home/apt,129,9,354,30283594
10118379,West End,Entire home/apt,149,3,360,30283594
10118716,West End,Entire home/apt,199,9,353,30283594
10118946,West End,Entire home/apt,175,9,90,30283594
10119193,West End,Entire home/apt,219,3,327,30283594
10123024,Allston,Entire home/apt,119,91,90,28564205
10132073,East Boston,Entire home/apt,150,4,46,51992629
10135564,Downtown,Entire home/apt,135,91,365,30283594
10136459,Downtown,Entire home/apt,189,91,365,30283594
10152056,West End,Entire home/apt,129,9,0,30283594
10175033,North End,Entire home/apt,200,2,197,36670279
10190260,Roxbury,Private room,80,91,291,10778805
10241577,Fenway,Entire home/apt,139,28,365,30283594
10279083,Roslindale,Private room,70,1,170,21401498
10299047,Jamaica Plain,Entire home/apt,200,91,251,52989144
10411383,East Boston,Entire home/apt,250,91,16,44617326
10426124,Dorchester,Entire home/apt,84,91,178,53699829
10427199,South End,Entire home/apt,219,1,340,48494513
10427882,South End,Entire home/apt,229,1,226,48494513
10494118,Jamaica Plain,Entire home/apt,167,4,66,54097330
10524872,Brighton,Private room,34,60,238,7324551
10559976,Dorchester,Private room,55,91,364,52601623
10575430,Dorchester,Entire home/apt,115,30,365,16186589
10627514,Jamaica Plain,Private room,75,91,365,16337422
10634364,South End,Entire home/apt,166,2,97,16044270
10749312,Jamaica Plain,Entire home/apt,249,3,26,55571157
10764250,Dorchester,Entire home/apt,84,91,0,53699829
10787333,Roxbury,Entire home/apt,134,8,189,22901863
10835494,Brighton,Entire home/apt,100,28,240,8207666
10857914,Beacon Hill,Entire home/apt,850,4,144,45651169
10860611,Back Bay,Private room,120,91,0,7845075
10883063,Jamaica Plain,Entire home/apt,95,91,90,24593919
11006149,Mission Hill,Entire home/apt,59,91,0,57112558
11067772,Brighton,Entire home/apt,85,28,241,31340713
11127085,South Boston,Entire home/apt,500,91,0,26347507
11202183,Beacon Hill,Entire home/apt,141,1,144,58330337
11223924,North End,Entire home/apt,195,2,301,9410008
11240774,Fenway,Entire home/apt,95,91,0,10258834
11258721,Dorchester,Private room,37,30,364,16186589
11282071,Downtown,Private room,90,91,0,42767050
11313921,Mission Hill,Private room,30,91,0,59163294
11343485,Beacon Hill,Entire home/apt,179,91,0,4020046
11357756,Downtown,Entire home/apt,149,91,175,56359408
11370704,Jamaica Plain,Entire home/apt,149,91,0,1263583
11376403,Dorchester,Private room,35,30,364,16186589
11378662,South Boston Waterfront,Entire home/apt,250,60,2,3851718
11431331,Fenway,Entire home/apt,289,9,87,20857768
11462476,Back Bay,Entire home/apt,197,28,167,1369968
11492423,South Boston,Private room,125,2,350,10393465
11512755,Allston,Entire home/apt,75,91,0,10138187
11528125,Allston,Private room,50,91,0,10138187
11553697,Jamaica Plain,Entire home/apt,200,91,0,5539314
11584799,Dorchester,Private room,75,91,364,57812241
11592154,Fenway,Private room,298,91,0,24120885
11618815,East Boston,Private room,105,1,249,61523768
11639480,Roxbury,Private room,49,91,365,61701374
11656698,Roxbury,Entire home/apt,189,2,287,8898973
11739985,Jamaica Plain,Private room,199,1,237,35411494
11759332,Dorchester,Private room,65,30,319,16186589
11760822,Brighton,Entire home/apt,77,29,13,50437930
11866651,Downtown,Entire home/apt,350,1,155,40946436
11871190,Brighton,Private room,34,60,208,7324551
11924459,North End,Private room,105,3,260,46702413
11968079,Chinatown,Entire home/apt,133,9,288,30283594
11973196,Chinatown,Entire home/apt,220,91,0,50232369
11981674,Chinatown,Entire home/apt,179,3,177,30283594
11983535,Downtown,Entire home/apt,189,9,90,30283594
12040113,Mattapan,Entire home/apt,75,1,95,27842033
12067685,Chinatown,Entire home/apt,135,91,0,3981669
12092499,Back Bay,Entire home/apt,195,2,339,9410008
12103501,Dorchester,Private room,30,30,364,16186589
12125635,Dorchester,Private room,90,91,364,57812241
12170576,Roslindale,Private room,100,91,0,16853932
12175961,Dorchester,Private room,34,30,338,16186589
12190053,Jamaica Plain,Entire home/apt,175,91,0,4913318
12191871,Jamaica Plain,Entire home/apt,132,2,156,314576
12205324,Back Bay,Entire home/apt,450,91,0,65632036
12232615,Downtown,Private room,250,91,0,17893434
12233830,Allston,Entire home/apt,129,2,148,6933825
12246137,Fenway,Entire home/apt,128,28,180,30283594
12247217,Fenway,Entire home/apt,179,28,359,30283594
12253499,Allston,Entire home/apt,100,91,89,65973859
12254831,Brighton,Private room,55,91,0,36965419
12264926,Back Bay,Entire home/apt,329,91,0,34078385
12265127,Brighton,Private room,49,91,0,3320009
12269155,North End,Entire home/apt,200,1,290,66084480
12287958,South End,Entire home/apt,180,3,119,32532791
12290886,South End,Entire home/apt,198,3,154,32532791
12306135,North End,Entire home/apt,45,91,0,66356498
12320063,Mission Hill,Private room,55,91,0,66462220
12336281,Brighton,Private room,33,60,296,7324551
12343708,Dorchester,Private room,36,91,365,18517776
12344142,East Boston,Entire home/apt,159,91,212,10619687
12351909,Roxbury,Entire home/apt,139,91,94,18150109
12359181,Fenway,Shared room,750,91,0,36496544
12368082,Roxbury,Private room,50,91,199,15198549
12372052,Charlestown,Entire home/apt,150,28,144,21745230
12382239,Downtown,Entire home/apt,250,91,0,45824588
12382743,Chinatown,Entire home/apt,136,3,90,30283594
12383703,Downtown,Entire home/apt,182,3,90,30283594
12384469,South End,Entire home/apt,220,91,88,10757098
12390027,Back Bay,Entire home/apt,75,91,7,33101721
12409042,Allston,Private room,69,2,141,26956083
12489916,Back Bay,Entire home/apt,281,91,0,65907845
12492474,Mattapan,Private room,38,30,259,67637928
12496332,South End,Private room,60,91,0,11556349
12535687,Roslindale,Entire home/apt,125,91,363,30349101
12581300,South Boston,Private room,65,91,0,68232240
12599820,North End,Entire home/apt,175,91,0,68369590
12602632,Jamaica Plain,Entire home/apt,160,2,17,68394908
12618291,West Roxbury,Entire home/apt,500,5,220,68502098
12672097,Fenway,Entire home/apt,249,2,77,46846483
12781774,Jamaica Plain,Entire home/apt,99,2,6,39290576
12812461,South End,Entire home/apt,150,2,276,38818333
12834650,Brighton,Private room,50,91,0,9640446
12855343,Jamaica Plain,Private room,50,2,296,12164071
12888054,Jamaica Plain,Entire home/apt,239,28,312,70542233
12898177,Downtown,Entire home/apt,219,91,365,22541573
12899321,Chinatown,Entire home/apt,239,91,349,22541573
12901078,Mattapan,Private room,55,1,298,27871799
12904318,Dorchester,Private room,55,91,364,52601623
12949270,Jamaica Plain,Private room,65,91,0,18896448
12950332,Dorchester,Private room,37,91,365,18517776
12973308,Fenway,Entire home/apt,375,10,0,71393113
12997334,Allston,Entire home/apt,120,91,0,24584254
13024385,Chinatown,Entire home/apt,129,30,151,12243051
13029806,South End,Entire home/apt,210,91,6,71992437
13032590,Charlestown,Entire home/apt,195,1,219,21745230
13044229,South Boston,Entire home/apt,150,91,0,72163500
13046581,West Roxbury,Entire home/apt,125,2,174,19488432
13046976,East Boston,Entire home/apt,140,91,0,507084
13062783,Mission Hill,Private room,42,91,0,44620221
13063952,Charlestown,Private room,65,28,233,21745230
13078025,Fenway,Entire home/apt,150,3,0,71393113
13078148,Downtown,Entire home/apt,259,9,78,20857768
13079659,Chinatown,Entire home/apt,129,30,168,12243051
13080375,Chinatown,Entire home/apt,129,30,137,12243051
13081090,Chinatown,Entire home/apt,129,30,168,12243051
13082258,Fenway,Private room,52,91,0,27569517
13083058,Fenway,Entire home/apt,120,91,0,48018479
13091712,Charlestown,Entire home/apt,350,2,39,54995023
13121821,Beacon Hill,Entire home/apt,199,3,73,38119495
13166405,Brighton,Private room,36,30,168,7324551
13173203,North End,Entire home/apt,179,33,365,38997
13173362,Back Bay,Entire home/apt,133,91,317,38997
13188501,Beacon Hill,Entire home/apt,125,91,365,38997
13189564,Downtown,Entire home/apt,425,2,113,50767440
13239143,Dorchester,Private room,36,91,365,18517776
13239882,Roxbury,Private room,36,91,365,18517776
13242393,Dorchester,Private room,36,91,365,18517776
13249829,Beacon Hill,Entire home/apt,129,45,9,741190
13249923,Dorchester,Private room,36,91,365,18517776
13258244,Roxbury,Private room,35,30,80,67103816
13266133,Dorchester,Private room,75,91,179,57812241
13298137,Roxbury,Private room,33,91,365,18517776
13318522,Roslindale,Entire home/apt,261,2,62,1262035
13327034,Allston,Private room,70,91,155,19548932
13327413,Back Bay,Entire home/apt,179,91,346,22541573
13333623,South Boston,Entire home/apt,150,91,0,17842524
13345701,Allston,Private room,70,91,309,19548932
13378923,South End,Entire home/apt,160,28,163,75997654
13391640,Back Bay,Entire home/apt,200,91,0,6032648
13393418,East Boston,Entire home/apt,150,1,257,76181684
13394184,East Boston,Private room,30,91,0,60246341
13422887,Roxbury,Private room,35,91,365,18517776
13450030,Allston,Private room,70,91,320,19548932
13466910,Back Bay,Entire home/apt,299,1,148,21184200
13478868,Brighton,Private room,41,91,304,77158766
13494185,South End,Entire home/apt,145,28,103,75997654
13513696,Roxbury,Entire home/apt,148,91,0,48600417
13515084,Allston,Private room,70,91,289,19548932
13515118,Brighton,Private room,40,91,365,77158766
13530359,Allston,Private room,42,91,0,40220824
13546414,Dorchester,Private room,75,1,309,30342817
13547301,Roslindale,Entire home/apt,125,2,234,57402911
13555596,South Boston,Entire home/apt,140,91,0,9974234
13578425,Dorchester,Private room,37,91,365,18517776
13585624,Charlestown,Entire home/apt,250,91,74,814298
13594886,East Boston,Private room,115,1,74,5997103
13613229,Hyde Park,Entire home/apt,134,1,329,14016102
13613812,Dorchester,Private room,100,91,365,18479599
13650313,Fenway,Entire home/apt,174,91,326,22541573
13655923,Dorchester,Private room,60,91,0,79326469
13656969,Brighton,Private room,41,91,297,77158766
13657486,Leather District,Entire home/apt,3999,180,362,79348179
13672165,South Boston,Entire home/apt,159,91,0,15166663
13675884,Dorchester,Private room,38,91,365,18517776
13684319,Brighton,Private room,40,91,365,77158766
13686161,Downtown,Entire home/apt,105,30,365,12243051
13697676,Hyde Park,Private room,35,91,364,16052189
13714817,Fenway,Private room,170,2,155,32532791
13719227,Brighton,Private room,40,91,365,77158766
13723404,Downtown,Entire home/apt,105,30,362,12243051
13762650,Chinatown,Entire home/apt,199,91,28,9419684
13796564,Roxbury,Private room,75,91,0,81103542
13810937,Beacon Hill,Private room,85,91,0,15681500
13829133,Jamaica Plain,Entire home/apt,108,1,248,45771009
13830152,Charlestown,Private room,80,28,196,21745230
13864415,South Boston,Private room,89,91,364,19008767
13866351,Dorchester,Entire home/apt,190,2,324,45694133
13874533,East Boston,Entire home/apt,129,91,0,45993690
13883902,East Boston,Entire home/apt,97,5,128,82187703
13907143,Hyde Park,Private room,47,91,0,3155386
13908031,East Boston,Private room,105,1,0,5997103
13924495,South Boston,Entire home/apt,499,3,0,19008767
13926284,Beacon Hill,Entire home/apt,150,91,0,62271680
13927765,Dorchester,Entire home/apt,195,91,288,4071493
13937181,Roslindale,Private room,45,2,56,82861960
13951579,Charlestown,Entire home/apt,219,91,0,73203009
13959444,Roxbury,Entire home/apt,450,2,280,21609039
13972298,Downtown,Entire home/apt,179,91,365,22541573
13978700,Roxbury,Entire home/apt,450,28,364,14785487
13993185,Beacon Hill,Entire home/apt,190,28,239,83554697
14035943,North End,Entire home/apt,349,2,185,5578043
14057466,Jamaica Plain,Entire home/apt,150,3,253,30314324
14071446,Jamaica Plain,Private room,65,91,0,18896448
14086516,Mattapan,Private room,55,1,319,27871799
14086550,Jamaica Plain,Entire home/apt,120,3,325,7878244
14091605,South End,Private room,25,1,13,12452436
14104621,North End,Entire home/apt,200,91,0,84922021
14105971,Jamaica Plain,Entire home/apt,129,2,235,79103444
14109003,Jamaica Plain,Entire home/apt,117,91,0,22290246
14153636,Allston,Private room,68,2,150,26956083
14196181,Roxbury,Entire home/apt,94,1,46,50437930
14204600,North End,Entire home/apt,275,2,303,9410008
14216000,West End,Entire home/apt,219,91,364,22541573
14216691,West End,Entire home/apt,195,91,291,22541573
14237196,Bay Village,Entire home/apt,118,28,283,31340713
14242888,Mattapan,Private room,45,1,321,27871799
14254537,Jamaica Plain,Entire home/apt,200,4,0,11722054
14264063,Allston,Private room,75,91,365,19548932
14303090,West Roxbury,Entire home/apt,125,1,301,8015347
14319414,South Boston,Entire home/apt,300,3,156,66436691
14368660,Fenway,Private room,100,91,0,69884462
14414473,Roxbury,Entire home/apt,130,91,293,5654336
14415125,Jamaica Plain,Entire home/apt,239,28,341,70542233
14424180,Downtown,Entire home/apt,289,9,76,20857768
14426987,Roxbury,Private room,145,2,124,31367270
14452500,North End,Entire home/apt,110,91,0,3387042
14460344,Brighton,Private room,80,91,0,89089164
14461998,South End,Entire home/apt,165,91,0,88372372
14469894,Fenway,Entire home/apt,300,2,0,71393113
14470701,Dorchester,Private room,36,91,365,18517776
14472483,Downtown,Entire home/apt,155,30,328,12243051
14474750,Jamaica Plain,Entire home/apt,139,2,151,79575198
14486237,Fenway,Entire home/apt,125,10,0,71393113
14531631,Jamaica Plain,Entire home/apt,150,2,56,72882793
14538087,North End,Entire home/apt,196,3,260,2006852
14539326,Dorchester,Private room,75,91,365,18479599
